Food_Name,Overview,Type,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Source,Diabetes_Score,Diabetes_Reason,Carbohydrate_content,Source,Hyperlipidimia_Score,Hyperlipidemia_Reason,Source,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason_,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,"Gut_Superfood_or_Fermented_food_=_1,_else_0",Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,Healthier_alternatives,
High Fibre Bread,High fibre bread offers insoluble fibre which reduces the risk of colorectal cancer by promoting regular bowel movements and preventing constipation. It is also a source of iron that is crucial for the production of red blood cells.,0,1,High fibre bread is high FODMAP.,Y,High fibre bread is high in fibre and may keep you full longer and hence promoting weight loss.,https://www.hsph.harvard.edu/nutritionsource/carbohydrates/fiber/,5,High fibre food help to slow digestion and hence the absorption of glucose into the bloodstream.,"1 slice (28 g) / serv

CHO = 20 g = 1.3 ex

Wholegrain",https://my.clevelandclinic.org/health/articles/14400-improving-your-health-with-fiber,5,Fibre helps to lower total and LDL cholesterol through excretion.,https://www.healthhub.sg/sites/assets/Assets/PDFs/EHA%20and%20CGH/CGH%20-%20Healthy%20Eating%20for%20Lower%20Cholesterol_FA_Low-Res.pdf,5,Sodium per serv = 200 mg,5,1,GABA is a neurotransmitter that has been shown to induce feelings of calm and relaxation.,1,"Eating more fibre promotes the production of butyrate, as well as the population of butyrate-producing bacteria.",1,Consumption of fibre is recommended to prevent gallstones which may impair fat digestion.,1,"Gluten
Lactose","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Chapati
Wholemeal Bread
Brown Rice
Wholegrain Cereal","Breakfast
Lunch
Dinner
Snack",Naan,,
Hokkien Mee,"Hokkien mee is rich in fat and carbohydrates but lacking in fibre, making it unsuitable for weight loss and diabetic diets. It also has a high sodium content, which promotes hypertension, and cardiovascular risk.",0,1,Hokkien mee is high FODMAP.,N,"Hokkien mee contains 19g of fat and 521kcal per serving. High in fats and calories, hokkien mee would likely induce weight gain instead of weight loss.",https://focos.hpb.gov.sg/eservices/ENCF/FoodAnalysis.aspx?p=1,1,Hokkien mee is typically fried in pork lard. Animal fat is reportedly associated with diabetes in a human study.,"1 plate (442 g) / serv

CHO = 69.39 g = 4.6 ex",https://pubmed.ncbi.nlm.nih.gov/12547853/,1,"Consuming fried dishes could raise total and LDL cholesterol, and reduce amounts of HDL cholesterol.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3265571/,2,Sodium per serv = 1423.24 mg,1,-1,High fat diets are associated with reduced blood flow in the brain which may contribute to poorer cognitive performance.,-1,"Hokkien mee could cause fat-induced gut dysbiosis, slowing the production of SCFA by reducing the number of SCFA producing bacteria.",1,One serving of hokkien mee provides 1423mg of sodium which is almost 75% of the maximum recommended sodium intake. High sodium intake alone is associated with liver fibrosis and fatty liver disease.,0,"Shellfish
Egg
Gluten",Pescatarian,Char Kway Teow,"Breakfast
Lunch
Dinner","Ban mian
Prawn noodles
Mee rebus
Mee soto","Lentil with Rice
Chicken Quinoa Salad with Vegetables
Brown Rice Noodle
Chickpea Curry",
Honey,"Honey is a heart-healthy sweetener and has been shown to lower blood cholesterol levels and even improve blood glucose control. However, it is still an energy-dense food and should be consumed in moderation to prevent weight gain.",5,1,Honey has high FODMAP.,N,Honey has anti-obesity properties but high consumption may result in greater energy intake and hence weight gain. ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6115915/,1,Honey may have anti-diabetic effects and can be used to substitute sugar to help reduce the intake of refined carbohydrates. However it should be taken in small amounts.,"1 tbsp (28 g) / serv

CHO = 22.99 g = 1.5 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6115915/,1,A laboratory study reported that honey may increase levels of HDL (good) cholesterol and decrease levels of LDL (bad) cholesterol.,https://pubmed.ncbi.nlm.nih.gov/30837765/,1,Sodium per serv = 3.92 mg,2,1,Honey acts as a prebiotic for good gut bacteria that produces GABA.,1,"Honey promotes the growth of beneficial bacteria such as Lactobacillus and Bifidobacterium, which produce butyrate. Additionally, its anti-inflammatory benefits may support healthy gut bacteria and indirectly promote butyrate production.",-1,Honey was found to be beneficial in the prevention of hepatic damage due to obstruction of the common bile duct.,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Aspartame,"Breakfast
Snack
Beverage","Maple syrup
Gula melaka 
Agave nectar
Palm sugar
Sugar",,
Honeydew,"High amounts of potassium in honeydews help to lower blood pressure, a cardiovascular risk factor. Honeydew is also a low-carbohydrate and nutrient-dense fruit, making it suitable for weight loss and diabetic diets.",1,5,Honeydew is low FODMAP.,Y,"At only 36kcal per 100g, honey dew is a low-energy fruit and can be included in a healthy weight loss diet.",https://fdc.nal.usda.gov/fdc-app.html#/food-details/169911/nutrients,5,Honeydew may mitigate insulin resistance.,"1 slice (160 g) / serv

CHO = 14.5 g = 0.97 ex",https://pubmed.ncbi.nlm.nih.gov/29636788/,5,Phenolic antioxidants in honeydew melon have been found to have cholesterol-lowering effects.,https://pubmed.ncbi.nlm.nih.gov/31211417/,5,Sodium per serv = 28.8 mg,5,1,"A 100g of honeydew provides about half the daily requirement of vitamin C, a co-factor in serotonin synthesis.",1,Flavonoid antioxidants in honeydew increase numbers and diversity of gut bacteria that produce butyrate.,1,"Fiber in honeydew binds cholesterol in the gut and prompts the liver to produce more bile. Antioxidants in honeydew protect the liver, ensuring healthy bile production.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Banana
Pineapple
Rambutan
Papaya
Durian","Breakfast
Snack",,,
Instant Soup Mix,"Instant soup is high in sodium, promoting high blood pressure which is a cardiovascular risk factor. Instant soup also typically have little toppings and would have little vegetables, offering little fibre.",5,1,Instant soup mix has high FODMAP if it contains onions and garlic.,1,Some soup mixes are lower in calories and might help to keep you full between meals.,https://fdc.nal.usda.gov/fdc-app.html#/food-details/458557/nutrients,1,Some instant soup mixes can be low in carbohydrates and hence a suitable option for people with diabetes.,"1 packet (200 g) / serv

CHO = 9 g = 0.6 ex",https://www.healthhub.sg/live-healthy/1128/diabetes-are-you-at-risk,1,Instant soup mixes tend to be high in sodium which may impact blood pressure and overall heart health.,https://www.healthhub.sg/a-z/diseases-and-conditions/609/High-Blood-Pressure-Healthy-eating-guide,1,Sodium per serv = 680 mg,2,-1,High sodium intake can cause gut dysbiosis which might decrease the number of GABA-producing bacteria and hence its production.,-1,"Instant soup contains high sodium content which may induce gut dysbiosis, suppressing the population of butyrate-producing gut bacteria and butyrate production.",-1,High sodium intake may exacerbate the cardiovascular risks that may be brought about by elevated levels of TMAO.,0,"Lactose
Gluten
Soy ",Halal,Kale,"Lunch
Dinner",,"Miso soup
Minestrone Soup",
Jackfruit,"Jackfruit's fibre and antioxidant content make it a heart-healthy food. Jackfruit also contains potassium, which lowers blood pressure, a risk factor for heart diseases.",1,5,Jackfruit is low FODMAP.,Y,Jackfruit has anti-inflammatory properties that prevent low-grade inflammation that is associated with obesity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3156450/,5,"In a study of healthy and diabetic particpants, jackfruit was found to improve glucose tolerance.","1 whole seed (37.84 g) / serv

CHO = 0.77 g = 0.05 ex",https://pubmed.ncbi.nlm.nih.gov/2056756/,5,Flavonone antioxidant compounds in jackfruit have been found to lower cholesterol levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4690284/,5,Sodium per serv = 5.09 mg,5,1,"As a source of 23mg of vitamin C per 100g, jackfruit provides vitamin C for the making of serotonin and GABA.",1,"Jackfruit improves the numbers and diversity of gut bacteria and increases production of butyrate and other short chain fatty acids (SCFA), according to a published study.",1,Many carotenoids in jackfruit are known to have liver-protective effects.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Durian
Papaya
Honeydew
Pineapple
Banana","Breakfast
Snack",,,
Kale,"Kale is a source of quercetin which promotes gut microbial diversity, and in turn prevents the growth of pathogens in our gut. Quercetin and kaempferol, another antioxidant in kale, may exhibit cardioprotective effects.",2,5,Kale is low in FODMAP.,Y,"Kale is chock full of fibre, providing 4.1g per 100g for only 35kcal. Kale is also a great source of calcium, potassium and carotenoids. Kale is filling due to its high fibre content and is a nutritious addition to weight loss diets.",https://fdc.nal.usda.gov/fdc-app.html#/food-details/168421/nutrients,5,"Kale's high amount of dietary fibres delays the absorption of glucose into the bloodstream, preventing spikes in blood sugar.","1 cup (130 g) / serv

CHO = 7.32 g = 0.49 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5103670/,5,"In a clinical study, volunteers with elevated cholesterol levels consumed 150ml of kale juice per day for 12 weeks. Results showed significant improvement in levels of HDL and LDL cholesterol.",https://pubmed.ncbi.nlm.nih.gov/18548846/,5,Sodium per serv = 29.9 mg,5,1,Kale is a natural source of plant derived GABA.,1,"In a study where mice were supplemented with kale, it was found that they had higher levels of butyrate in their gut.",1,"Kale is rich in antioxidants, beta-carotene and vitamin C which protect the heart from oxidative damage.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Spinach
Lettuce
Brussel Sprout
Red Cabbage
Broccoli","Lunch
Dinner
Snack",,,
Kimchi,Kimchi has probiotic effects and has been shown to support the population of beneficial gut bacteria like lactic acid bacteria. Lactic acid bacteria plays a role in maintaining the integrity of our gut and controlling blood cholesterol levels.,2,1,Kimchi has possibly high FODMAP due to garlic and spring onion.,Y,"Lactobacilluus Sakei, a bacteria found in kimchi, is suggested to help body fat loss.",https://synapse.koreamed.org/articles/1144640?viewtype=pubreader,5,Kimchi consumption led to significant decrease in fasting blood sugar in a study of healthy young adults.,"1 tbsp (15 g) / serv

CHO = 0.75 g = 0.05 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3598433/,5,"Significant cholesterol-lowering effects of kimchi were observed in a study of healthy young adults, with greater effects noted in those whose starting cholesterol levels were highest.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3598433/,5,Sodium per serv = 85.5 mg,5,1,"Kimchi could be a source of GABA as its lactic acid bacteria, such as Lactobacillus buchneri and Lactobacillus brevis, produces GABA.",1,"As a probiotic food, kimchi enhance the abundance and diversity of the gut microbiome which increases the production of SCFA.",1,Many phytochemical antioxidants in kimchi would protect the heart and liver from oxidative damage. ,1,"Fish
Shellfish","Halal
Pescetarian","Red Cabbage
Garlic
Beetroot","Breakfast
Lunch
Dinner","Radish
Sauerkraut",,
Kombucha,"As a fermented beverage, kombucha has probiotic effects that support the populations of beneficial bacteria in our gut microbiome. Kombucha also possesses antioxidative effects, promoting heart health.",5,1,Kombucha is high FODMAP.,Y,"Both green tea and black tea, from which kombucha is made, contain antioxidants that promote weight loss.",https://pubmed.ncbi.nlm.nih.gov/17557985/,5,"Kombucha may reduce blood sugar levels, according to animal studies.","1 cup (372 g) / serv

CHO = 14.8 g = 0.98 ex",https://pubmed.ncbi.nlm.nih.gov/22591682/,5,Preliminary evidence indicates that kombucha may have cholesterol-lowering benefits by delaying the absorption of LDL (bad) cholesterol and increasing levels of HDL (good) cholesterol.,https://pubmed.ncbi.nlm.nih.gov/22591682/,5,Sodium per serv = 7.44 mg,5,1,"Kombucha contains vitamin B6, which is vital for the production of GABA, serotonin and dopamine.",1,"Kombucha supplementation alters the diversity of the gut microbiota and promotes the growth of butyrate-producing bacteria, which is shown to exert anti-inflammatory effects in an animal studies.",1,Kombucha has shown to have hepato-protective effects in animals.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Black Tea
Green Tea",Beverage,"White tea
Oolong tea
Herbal tea",,
Korean Kimchi Soup,"Kimchi is packed with vitamins and fibre from the various vegetables in it. Kimchi soup is also low in fat, and a source of protein as it has tofu in it. It is a healthy dish for weight loss and heart health all round.",4,1,Kimchi soup has possibly high FODMAP due to garlic and spring onion.,Y,"Kimchi soup is low in fat and packed with vegetables. The fibre from the vegetables help make the soup filling. With tofu as a source of lean protein, kimchi soup provides many needed nutrients at low energy density and would be beneficial for weight loss.","https://www.sciencedirect.com/science/article/pii/S2352618117301373#:~:text=Calorie%2C%20fat%2C%20and%20fiber,and%2038%20g%20for%20men.
https://synapse.koreamed.org/articles/1144640?viewtype=pubreader",5,"Providing 4.5g of fibre per 100g, kimchi's high fibre content reduces insulin levels and improve blood glucose control.","1 portion (615 g) / serv

CHO = 21.53 g = 1.43 ex","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6586511/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3296919/",5,Studies have demonstrated cholesterol-lowering benefits of kimchi.,https://pubmed.ncbi.nlm.nih.gov/25425317/,1,Sodium per serv = 3554.7 mg,4,1,Kimchi has GABA-producing bacteria and polyphenols which may support the population of GABA-producing bacteria in our gut.,1,Fibres and fermentable polysaccharides from vegetables could be fermented by gut bacteria to produce more SCFA.,1,Capsaicin from kimchi and added chilli has antioxidative properties and coud protect the heart and liver from oxidative damage.,0,"Fish
Shellfish
Soy","Halal
Pescetarian","Red Cabbage
Garlic
Beetroot","Breakfast
Lunch
Dinner","Radish
Sauerkraut",,
Leek,"Leek is packed with carotenoid antioxidants which exhibit blood pressure-lowering effects, reducing the risk of cardiovascular diseases. Furthermore, they are a source of fermentable fibre which supports the diversity of our gut microbiome.",2,1,Leek is high in FODMAP.,Y,Leek contains a considerable amount of fibre and is rich in vitamins and minerals. This filling and nutritious vegetable is great for weight loss diets.,https://fdc.nal.usda.gov/fdc-app.html#/food-details/1103357/nutrients,5,High fibre food helps to slow digestion and hence the absorption of glucose into the bloodstream.,"1 leek (124 g) / serv

CHO = 9.45 g = 0.63 ex",https://my.clevelandclinic.org/health/articles/14400-improving-your-health-with-fiber,5,Leek has displayed antioxidative effects which could curb the formation of arterial plaque by preventing cholesterol oxidation.,https://pubmed.ncbi.nlm.nih.gov/32681539/,5,Sodium per serv = 12.4 mg,5,1,Leek is rich is prebiotic fibres and may encourage the growth of beneficial bacteria such as Bifidobacterium or Lactobacillus in our gut.,1,"Inulin in leek feeds the gut bacteria, and increases the population of SCFA producing Bifidobacteria. ",1,"Alliums, like leek, are reported to potentially have hepatoprotective effects like preventing liver fibrosis and oxidative damage.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brussel Sprout
Kale 
Spinach
Lettuce
Zucchini","Lunch
Dinner",,,
